1.000000,0.000000
0.999998,-0.000009
0.999992,-0.000047
0.999979,-0.000131
0.999954,-0.000280
0.999916,-0.000512
0.999862,-0.000844
0.999787,-0.001291
0.999691,-0.001867
0.999569,-0.002580
0.999420,-0.003439
0.999242,-0.004447
0.999033,-0.005602
0.998791,-0.006900
0.998517,-0.008333
0.998210,-0.009888
0.997869,-0.011553
0.997497,-0.013313
0.997094,-0.015152
0.996660,-0.017056
0.996199,-0.019010
0.995711,-0.021002
0.995199,-0.023020
0.994663,-0.025053
0.994106,-0.027094
0.993528,-0.029135
0.992932,-0.031171
0.992318,-0.033197
0.991688,-0.035211
0.991042,-0.037209
0.990381,-0.039191
0.989706,-0.041155
0.989017,-0.043100
0.988314,-0.045027
0.987598,-0.046935
0.986868,-0.048825
0.986126,-0.050697
0.985370,-0.052551
0.984601,-0.054389
0.983818,-0.056212
0.983022,-0.058019
0.982213,-0.059811
0.981390,-0.061589
0.980552,-0.063354
0.979701,-0.065107
0.978835,-0.066847
0.977955,-0.068576
0.977060,-0.070293
0.976149,-0.071999
0.975224,-0.073696
0.974283,-0.075382
0.973326,-0.077058
0.972353,-0.078725
0.971364,-0.080383
0.970359,-0.082031
0.969337,-0.083671
0.968298,-0.085302
0.967242,-0.086924
0.966168,-0.088538
0.965077,-0.090143
0.963968,-0.091740
0.962841,-0.093329
0.961695,-0.094909
0.960531,-0.096481
0.959349,-0.098045
0.958147,-0.099600
0.956925,-0.101147
0.955684,-0.102685
0.954424,-0.104214
0.953143,-0.105735
0.951842,-0.107248
0.950520,-0.108751
0.949177,-0.110246
0.947812,-0.111732
0.946426,-0.113208
0.945019,-0.114675
0.943589,-0.116133
0.942136,-0.117581
0.940660,-0.119020
0.939162,-0.120448
0.937639,-0.121866
0.936093,-0.123275
0.934522,-0.124672
0.932926,-0.126059
0.931305,-0.127435
0.929659,-0.128800
0.927986,-0.130154
0.926287,-0.131496
0.924561,-0.132826
0.922807,-0.134144
0.921025,-0.135450
0.919215,-0.136743
0.917376,-0.138023
0.915507,-0.139290
0.913608,-0.140543
0.911677,-0.141782
0.909716,-0.143007
0.907722,-0.144217
0.905695,-0.145412
0.903635,-0.146591
0.901540,-0.147755
0.899410,-0.148902
0.897245,-0.150032
0.895042,-0.151146
0.892802,-0.152241
0.890523,-0.153318
0.888205,-0.154377
0.885846,-0.155416
0.883446,-0.156434
0.881003,-0.157433
0.878516,-0.158410
0.875984,-0.159365
0.873405,-0.160298
0.870779,-0.161207
0.868104,-0.162092
0.865379,-0.162952
0.862601,-0.163786
0.859770,-0.164593
0.856884,-0.165373
0.853941,-0.166125
0.850939,-0.166846
0.847877,-0.167537
0.844752,-0.168196
0.841563,-0.168823
0.838306,-0.169415
0.834981,-0.169971
0.831584,-0.170491
0.828112,-0.170973
0.824565,-0.171415
0.820938,-0.171816
0.817228,-0.172174
0.813434,-0.172489
0.809551,-0.172757
0.805577,-0.172977
0.801508,-0.173149
0.797341,-0.173269
0.793072,-0.173336
0.788697,-0.173348
0.784212,-0.173303
0.779615,-0.173199
0.774899,-0.173034
